Rank,Release Group,Worldwide,Domestic,%,Foreign,%
347,Grizzly Man,"$4,061,305","$3,178,403",78.3%,"$882,902",21.7%
348,Sacred Heart,"$3,992,302",-,-,"$3,992,302",100%
349,Le petit lieutenant,"$3,984,265","$216,724",5.4%,"$3,767,541",94.6%
350,The Last Mitterrand,"$3,979,988",-,-,"$3,979,988",100%
351,Mobile Suit Z Gundam 2: A New Translation - Lovers,"$3,959,662",-,-,"$3,959,662",100%
352,Breakfast on Pluto,"$3,942,254","$828,699",21%,"$3,113,555",79%
353,Mrs. Palfrey at the Claremont,"$3,919,275","$1,720,953",43.9%,"$2,198,322",56.1%
354,I giorni dell'abbandono,"$3,822,209",-,-,"$3,822,209",100%
355,Green Street Hooligans,"$3,814,717","$346,830",9.1%,"$3,467,887",90.9%
356,La febbre,"$3,813,551",-,-,"$3,813,551",100%
357,Before the Fall,"$3,764,219","$144,254",3.8%,"$3,619,965",96.2%
358,Shadowless Sword,"$3,763,375",-,-,"$3,763,375",100%
359,Habana Blues,"$3,699,807",-,-,"$3,699,807",100%
360,Live and Become,"$3,691,534",-,-,"$3,691,534",100%
361,"Fly, Daddy, Fly","$3,662,692",-,-,"$3,662,692",100%
362,Maskeli besler,"$3,653,666",-,-,"$3,653,666",100%
363,Housewarming,"$3,640,240",-,-,"$3,640,240",100%
364,Camarón: When Flamenco Became Legend,"$3,623,133",-,-,"$3,623,133",100%
365,Papá se volvió loco,"$3,604,553",-,-,"$3,604,553",100%
366,Everything Is Illuminated,"$3,601,974","$1,712,337",47.5%,"$1,889,637",52.5%
367,Lemming,"$3,580,017","$81,698",2.3%,"$3,498,319",97.7%
368,Paradise Now,"$3,579,902","$1,457,843",40.7%,"$2,122,059",59.3%
369,Man to Man,"$3,532,838",-,-,"$3,532,838",100%
370,Booha,"$3,532,077",-,-,"$3,532,077",100%
371,The Holy Man,"$3,500,800",-,-,"$3,500,800",100%
372,Where the Truth Lies,"$3,487,678","$872,142",25%,"$2,615,536",75%
373,Seven Swords,"$3,473,290",-,-,"$3,473,290",100%
374,The Method,"$3,470,651","$7,017",0.2%,"$3,463,634",99.8%
375,The Long Weekend,"$3,467,374","$1,286",<0.1%,"$3,466,088",100%
376,Separate Lies,"$3,452,023","$924,260",26.8%,"$2,527,763",73.2%
377,The Twins,"$3,445,824",-,-,"$3,445,824",100%
378,The Cave of the Yellow Dog,"$3,417,511","$141,803",4.1%,"$3,275,708",95.9%
379,Junebug,"$3,399,228","$2,678,691",78.8%,"$720,537",21.2%
380,Bunty Aur Babli,"$3,370,142","$942,756",28%,"$2,427,386",72%
381,Supercross,"$3,344,431","$3,102,550",92.8%,"$241,881",7.2%
382,Love Me Tomorrow,"$3,302,433",-,-,"$3,302,433",100%
383,Bluff Master,"$3,289,047","$722,847",22%,"$2,566,200",78%
384,Il ritorno del Monnezza,"$3,273,446",-,-,"$3,273,446",100%
385,Little Fish,"$3,248,506","$8,148",0.3%,"$3,240,358",99.7%
386,Queens,"$3,245,067","$140,417",4.3%,"$3,104,650",95.7%
387,Het schnitzelparadijs,"$3,243,712",-,-,"$3,243,712",100%
388,Yaji and Kita: The Midnight Pilgrims,"$3,225,727",-,-,"$3,225,727",100%
389,The Wild Parrots of Telegraph Hill,"$3,218,709","$3,058,527",95%,"$160,182",5%
390,The Black Box,"$3,116,667",-,-,"$3,116,667",100%
391,Winky's Horse,"$3,074,503",-,-,"$3,074,503",100%
392,The Embassy in the Building,"$3,060,068",-,-,"$3,060,068",100%
393,Blue Swallow,"$3,054,367",-,-,"$3,054,367",100%
394,The Moustache,"$3,044,771","$244,771",8%,"$2,800,000",92%
395,G,"$3,020,784","$3,020,784",100%,-,-
396,Elsa & Fred,"$2,985,837","$189,024",6.3%,"$2,796,813",93.7%
397,Darwin's Nightmare,"$2,981,713","$203,746",6.8%,"$2,777,967",93.2%
398,Döngel Kârhanesi,"$2,948,304",-,-,"$2,948,304",100%
399,Grey Souls,"$2,922,637",-,-,"$2,922,637",100%
400,Voice,"$2,920,187",-,-,"$2,920,187",100%
401,In His Hands,"$2,905,302",-,-,"$2,905,302",100%
402,Ma quando arrivano le ragazze?,"$2,904,057",-,-,"$2,904,057",100%
403,Time to Leave,"$2,893,462","$117,686",4.1%,"$2,775,776",95.9%
404,Azumi 2: Death or Love,"$2,888,549",-,-,"$2,888,549",100%
405,Mother of Mine,"$2,851,888",-,-,"$2,851,888",100%
406,Gabrielle,"$2,775,311","$332,829",12%,"$2,442,482",88%
407,Kameleon 2,"$2,733,118",-,-,"$2,733,118",100%
408,Zoop in Afrika,"$2,719,805",-,-,"$2,719,805",100%
409,Factotum,"$2,708,087","$808,221",29.8%,"$1,899,866",70.2%
410,Le parfum de la dame en noir,"$2,676,049",-,-,"$2,676,049",100%
411,Borrowed Bride,"$2,670,311",-,-,"$2,670,311",100%
412,Nochnoy prodavets,"$2,623,536",-,-,"$2,623,536",100%
413,Gallipoli,"$2,609,078",-,-,"$2,609,078",100%
414,Perhaps Love,"$2,604,414",-,-,"$2,604,414",100%
415,Wait 'Til You're Older,"$2,587,093",-,-,"$2,587,093",100%
416,Wedding Campaign,"$2,561,923",-,-,"$2,561,923",100%
417,Ma vie en l'air,"$2,553,520",-,-,"$2,553,520",100%
418,Eiga futari wa purikyua max heart 2: Yuki-zora no tomodati,"$2,547,131",-,-,"$2,547,131",100%
419,The Business,"$2,541,675",-,-,"$2,541,675",100%
420,Daddy-Long-Legs,"$2,534,233",-,-,"$2,534,233",100%
421,Offside,"$2,515,308",-,-,"$2,515,308",100%
422,Fateless,"$2,512,009","$196,857",7.8%,"$2,315,152",92.2%
423,"Semen, a Love Sample","$2,491,557",-,-,"$2,491,557",100%
424,Look Both Ways,"$2,490,011","$105,067",4.2%,"$2,384,944",95.8%
425,Last Days,"$2,456,454","$463,080",18.9%,"$1,993,374",81.1%
426,Côte d'Azur,"$2,447,211","$141,039",5.8%,"$2,306,172",94.2%
427,Obaba,"$2,434,701",-,-,"$2,434,701",100%
428,"Quo Vadis, Baby?","$2,427,038",-,-,"$2,427,038",100%
429,The League of Gentlemen's Apocalypse,"$2,424,174",-,-,"$2,424,174",100%
430,Adam's Apples,"$2,421,577","$1,305",<0.1%,"$2,420,272",99.9%
431,Paheli,"$2,415,975","$1,409,499",58.3%,"$1,006,476",41.7%
432,Waqt: The Race Against Time,"$2,395,616","$815,064",34%,"$1,580,552",66%
433,Cose da pazzi,"$2,384,156",-,-,"$2,384,156",100%
434,Yam yasothon,"$2,374,300",-,-,"$2,374,300",100%
435,The Eye 3,"$2,356,387",-,-,"$2,356,387",100%
436,The Truth About Love,"$2,298,345",-,-,"$2,298,345",100%
437,Pobeg,"$2,219,534",-,-,"$2,219,534",100%
438,Election,"$2,191,782",-,-,"$2,191,782",100%
439,Let's Be Friends,"$2,186,830",-,-,"$2,186,830",100%
440,FC Venus,"$2,163,957",-,-,"$2,163,957",100%
441,La terza stella,"$2,146,864",-,-,"$2,146,864",100%
442,Thumbsucker,"$2,138,742","$1,328,679",62.1%,"$810,063",37.9%
443,"Bravo, My Life!","$2,137,265",-,-,"$2,137,265",100%
444,SOS: The Bunnyguards on Board,"$2,130,821",-,-,"$2,130,821",100%
445,Until the Lights Come Back,"$2,101,308",-,-,"$2,101,308",100%
446,Garam Masala,"$2,091,698","$1,007,943",48.2%,"$1,083,755",51.8%
447,On Probation,"$2,070,161",-,-,"$2,070,161",100%
448,Viruddh... Family Comes First,"$2,048,588","$327,615",16%,"$1,720,973",84%
449,From Subway with Love,"$2,047,253",-,-,"$2,047,253",100%
450,Dragon Reloaded,"$2,030,811",-,-,"$2,030,811",100%
451,Papa,"$2,029,957",-,-,"$2,029,957",100%
452,The Work and the Glory II: American Zion,"$2,025,032","$2,025,032",100%,-,-
453,The Bow,"$2,021,070",-,-,"$2,021,070",100%
454,Himalaya Singh,"$2,000,436",-,-,"$2,000,436",100%
455,Not Here to Be Loved,"$1,937,678",-,-,"$1,937,678",100%
456,Pearn Snith,"$1,904,000",-,-,"$1,904,000",100%
457,Viva Zapatero!,"$1,900,169",-,-,"$1,900,169",100%
458,Scary Hair,"$1,899,371",-,-,"$1,899,371",100%
459,Secuestro express,"$1,898,606","$307,208",16.2%,"$1,591,398",83.8%
460,L'uomo perfetto,"$1,881,273",-,-,"$1,881,273",100%
461,Plop en het vioolavontuur,"$1,872,538",-,-,"$1,872,538",100%
462,High Sea Warning,"$1,833,360",-,-,"$1,833,360",100%
463,Cinderella 2005 Re-release,"$1,821,201",-,-,"$1,821,201",100%
464,Camping à la ferme,"$1,820,431",-,-,"$1,820,431",100%
465,Too Fat Too Furious,"$1,818,884",-,-,"$1,818,884",100%
466,Sans Kapiyi Kirinca,"$1,810,249",-,-,"$1,810,249",100%
467,The Aura,"$1,805,261","$58,804",3.3%,"$1,746,457",96.7%
468,Oyster Farmer,"$1,801,199","$15,456",0.9%,"$1,785,743",99.1%
469,Zaki Chan,"$1,782,579",-,-,"$1,782,579",100%
470,Once You're Born You Can No Longer Hide,"$1,780,221",-,-,"$1,780,221",100%
471,Zerkalnye voyny. Otrazhenie pervoe,"$1,772,084",-,-,"$1,772,084",100%
472,Un rey en La Habana,"$1,770,110",-,-,"$1,770,110",100%
473,37 1/2,"$1,761,760",-,-,"$1,761,760",100%
474,Dungeons & Dragons: Wrath of the Dragon God,"$1,754,219",-,-,"$1,754,219",100%
475,Murderball,"$1,750,211","$1,531,154",87.5%,"$219,057",12.5%
476,Finding Friends,"$1,711,995",-,-,"$1,711,995",100%
477,Buppah Rahtree Phase 2: Rahtree Returns,"$1,708,500",-,-,"$1,708,500",100%
478,Frozen Land,"$1,693,918",-,-,"$1,693,918",100%
479,State Property: Blood on the Streets,"$1,691,706","$1,691,706",100%,-,-
480,El vacilón: The Movie,"$1,690,929","$1,291,951",76.4%,"$398,978",23.6%
481,Dumber Heroes,"$1,677,500",-,-,"$1,677,500",100%
482,Happy Endings,"$1,673,288","$1,315,701",78.6%,"$357,587",21.4%
483,Either Me or My Auntie,"$1,670,451",-,-,"$1,670,451",100%
484,Dear Frankie,"$1,656,829","$18,025",1.1%,"$1,638,804",98.9%
485,Asylum,"$1,644,363","$375,403",22.8%,"$1,268,960",77.2%
486,Things to Do Before You're 30,"$1,642,366",-,-,"$1,642,366",100%
487,Gruesome School Trip,"$1,625,033",-,-,"$1,625,033",100%
488,Come Into the Light,"$1,609,186",-,-,"$1,609,186",100%
489,Pitbullterje,"$1,600,657",-,-,"$1,600,657",100%
490,It's All Gone Pete Tong,"$1,591,879","$120,620",7.6%,"$1,471,259",92.4%
491,Nine Lives,"$1,591,523","$478,830",30.1%,"$1,112,693",69.9%
492,"Jenny, Juno","$1,575,871",-,-,"$1,575,871",100%
493,Ushpizin,"$1,565,016","$1,400,666",89.5%,"$164,350",10.5%
494,Parineeta,"$1,558,018","$802,758",51.5%,"$755,260",48.5%
495,Le cactus 2005 Re-release,"$1,540,224",-,-,"$1,540,224",100%
496,Drink-Drank-Drunk,"$1,526,850",-,-,"$1,526,850",100%
497,Mysterious Skin,"$1,524,966","$713,240",46.8%,"$811,726",53.2%
498,The Syrian Bride,"$1,522,967","$380,505",25%,"$1,142,462",75%
499,Pervyy posle Boga,"$1,508,040",-,-,"$1,508,040",100%
500,All About Love,"$1,479,325",-,-,"$1,479,325",100%
501,House of Fury,"$1,447,976",-,-,"$1,447,976",100%
502,Hating Alison Ashley,"$1,441,049",-,-,"$1,441,049",100%
503,Izzat,"$1,433,507",-,-,"$1,433,507",100%
504,Lepel,"$1,430,478",-,-,"$1,430,478",100%
505,Abo Ali,"$1,412,978",-,-,"$1,412,978",100%
506,Bombón: El Perro,"$1,412,753","$19,791",1.4%,"$1,392,962",98.6%
507,Saint Ralph,"$1,410,952","$489,389",34.7%,"$921,563",65.3%
508,Doraemon: Nobita and the Wind Wizard 2005 Re-release,"$1,401,849",-,-,"$1,401,849",100%
509,Makoto,"$1,398,658",-,-,"$1,398,658",100%
510,The Children,"$1,398,027",-,-,"$1,398,027",100%
511,In the Bedroom 2005 Re-release,"$1,394,402",-,-,"$1,394,402",100%
512,Something Like Happiness,"$1,377,609",-,-,"$1,377,609",100%
513,Tommys Inferno,"$1,366,948",-,-,"$1,366,948",100%
514,The Desperate Nine,"$1,352,251",-,-,"$1,352,251",100%
515,Being Cyrus,"$1,346,591","$100,184",7.4%,"$1,246,407",92.6%
516,Sea of Dreams,"$1,338,939",-,-,"$1,338,939",100%
517,Sarah Silverman: Jesus Is Magic,"$1,333,799","$1,324,339",99.3%,"$9,460",0.7%
518,Ballets Russes,"$1,331,363","$815,848",61.3%,"$515,515",38.7%
519,A Chinese Tall Story,"$1,329,954",-,-,"$1,329,954",100%
520,2 Young,"$1,327,804",-,-,"$1,327,804",100%
521,Off the Map,"$1,319,492","$1,317,167",99.8%,"$2,325",0.2%
522,Heights,"$1,306,281","$1,160,817",88.9%,"$145,464",11.1%
523,Harb Atalia,"$1,281,783",-,-,"$1,281,783",100%
524,Naboer,"$1,277,769",-,-,"$1,277,769",100%
525,Ot 180 i vyshe,"$1,274,435",-,-,"$1,274,435",100%
526,Takeshis',"$1,270,717",-,-,"$1,270,717",100%
527,Black 2005 Re-release,"$1,263,200","$754,819",59.8%,"$508,381",40.2%
528,Bewafaa,"$1,258,036","$670,076",53.3%,"$587,960",46.7%
529,Dans tes rêves,"$1,247,034",-,-,"$1,247,034",100%
530,La cloche a sonné,"$1,238,324",-,-,"$1,238,324",100%
531,Saving Face,"$1,236,518","$1,187,266",96%,"$49,252",4%
532,Santa vs. the Snowman 3D 2005 Re-release,"$1,222,538","$1,222,538",100%,-,-
533,Promise,"$1,216,995",-,-,"$1,216,995",100%
534,Moonlight in Tokyo,"$1,208,806",-,-,"$1,208,806",100%
535,No Entry,"$1,197,530","$678,000",56.6%,"$519,530",43.4%
536,Hanuman,"$1,194,494",-,-,"$1,194,494",100%
537,Indigo,"$1,190,000","$1,190,000",100%,-,-
538,My Angel,"$1,185,854",-,-,"$1,185,854",100%
539,"Tu vas rire, mais je te quitte","$1,182,141",-,-,"$1,182,141",100%
540,Little Manhattan,"$1,172,444","$385,373",32.9%,"$787,071",67.1%
541,L'anniversaire,"$1,144,090",-,-,"$1,144,090",100%
542,Beauty and the Bastard,"$1,125,323",-,-,"$1,125,323",100%
543,Man-Thing,"$1,123,136",-,-,"$1,123,136",100%
544,Mom,"$1,100,709",-,-,"$1,100,709",100%
545,Mean Spirit 2005 Re-release,"$1,100,656",-,-,"$1,100,656",100%
546,Passo a due,"$1,095,565",-,-,"$1,095,565",100%
547,Au suivant!,"$1,095,027",-,-,"$1,095,027",100%
548,Midsummer Dream,"$1,086,122",-,-,"$1,086,122",100%
549,Undiscovered,"$1,082,784","$1,069,318",98.8%,"$13,466",1.2%
550,Turtles Can Fly,"$1,075,553","$258,578",24%,"$816,975",76%
551,L'amour aux trousses,"$1,052,861",-,-,"$1,052,861",100%
552,On a Clear Day,"$1,017,257","$191,033",18.8%,"$826,224",81.2%
553,Art of the Devil 2,"$1,013,339",-,-,"$1,013,339",100%
554,Off Screen,"$998,041",-,-,"$998,041",100%
555,Sayed el atifi,"$997,008",-,-,"$997,008",100%
556,Duma,"$994,790","$870,067",87.5%,"$124,723",12.5%
557,First Descent,"$988,368","$750,805",76%,"$237,563",24%
558,Seoul Raiders,"$965,110",-,-,"$965,110",100%
559,Kebab Connection,"$960,570",-,-,"$960,570",100%
560,Wrong Side Up,"$955,097",-,-,"$955,097",100%
561,Kill Zone,"$954,211",-,-,"$954,211",100%
562,A Boy Who Went to Heaven,"$949,293",-,-,"$949,293",100%
563,Sharks 3D,"$940,361",-,-,"$940,361",100%
564,L'avion,"$934,681",-,-,"$934,681",100%
565,The Art of Breaking Up,"$933,778",-,-,"$933,778",100%
566,Maine Pyaar Kyun Kiya,"$932,184",-,-,"$932,184",100%
567,"Smalltown, Italy","$923,555",-,-,"$923,555",100%
568,The Fisherman and His Wife,"$917,923",-,-,"$917,923",100%
569,The Ballad of Jack and Rose,"$916,051","$712,275",77.8%,"$203,776",22.2%
570,Le cactus,"$915,875",-,-,"$915,875",100%
571,In the Jail Now,"$914,304",-,-,"$914,304",100%
572,Too Beautiful,"$903,391",-,-,"$903,391",100%
573,Lucky: No Time for Love,"$891,789","$453,507",50.9%,"$438,282",49.1%
574,Antibodies,"$891,133",-,-,"$891,133",100%
575,Venom,"$881,779","$881,779",100%,-,-
576,Tatiana,"$880,067",-,-,"$880,067",100%
577,Necromancer,"$879,300",-,-,"$879,300",100%
578,Crazy N' the City,"$877,803",-,-,"$877,803",100%
579,Tara Road,"$875,898",-,-,"$875,898",100%
580,Cherm,"$874,800",-,-,"$874,800",100%
581,Three Dollars,"$872,846",-,-,"$872,846",100%
582,Mirrormask,"$866,999","$866,999",100%,-,-
583,Ginger Snaps 2: Unleashed 2005 Re-release,"$863,253",-,-,"$863,253",100%
584,El calentito,"$856,649",-,-,"$856,649",100%
585,Private Alexandria,"$854,468",-,-,"$854,468",100%
586,Ze film,"$847,646",-,-,"$847,646",100%
587,Le plus beau jour de ma vie,"$838,859",-,-,"$838,859",100%
588,Ghost Variety,"$834,200",-,-,"$834,200",100%
589,Doblba!,"$830,856",-,-,"$830,856",100%
590,Mary,"$827,179",-,-,"$827,179",100%
591,The Thing About My Folks,"$823,337","$816,403",99.2%,"$6,934",0.8%
592,Call Me Genie,"$821,078",-,-,"$821,078",100%
593,Chok-Dee,"$812,120",-,-,"$812,120",100%
594,Fin de curso,"$808,100",-,-,"$808,100",100%
595,Divergence,"$807,949",-,-,"$807,949",100%
596,Seven Street Fighters,"$796,100",-,-,"$796,100",100%
597,The Last Sign,"$789,713",-,-,"$789,713",100%
598,Shades of Happiness,"$780,158",-,-,"$780,158",100%
599,Gentille,"$780,085",-,-,"$780,085",100%
600,Too Beautiful to Lie,"$778,400",-,-,"$778,400",100%
601,"The Prince of Tennis: Two Samurais, the First Game","$770,593",-,-,"$770,593",100%
602,Blessed by Fire,"$770,585",-,-,"$770,585",100%
603,The Passenger 2005 Re-release,"$751,607","$620,155",82.5%,"$131,452",17.5%
604,Cronicas,"$749,607","$300,322",40.1%,"$449,285",59.9%
605,Under the Same Moon,"$749,151",-,-,"$749,151",100%
606,The Beat That My Heart Skipped 2005 Re-release,"$745,401",-,-,"$745,401",100%
607,Eyal Habibah,"$744,559",-,-,"$744,559",100%
608,C.S.A.: The Confederate States of America,"$744,165","$672,156",90.3%,"$72,009",9.7%
609,The Absent,"$740,222",-,-,"$740,222",100%
610,Istanbul Tales,"$739,855",-,-,"$739,855",100%
611,Ghawy Hob,"$738,458",-,-,"$738,458",100%
612,Don't Cry Mommy 2,"$734,890",-,-,"$734,890",100%
613,Kung Fu Mahjong,"$734,141",-,-,"$734,141",100%
614,The Nun,"$730,022",-,-,"$730,022",100%
615,El Sayed Abo El Araby Wasal,"$724,219",-,-,"$724,219",100%
616,The Importance of Being Earnest 2005 Re-release,"$718,655",-,-,"$718,655",100%
617,Kamenák 3,"$713,325",-,-,"$713,325",100%
618,O Crime do Padre Amaro,"$713,099",-,-,"$713,099",100%
619,Dead End 2005 Re-release,"$710,433",-,-,"$710,433",100%
620,Inside Deep Throat,"$709,832","$691,880",97.5%,"$17,952",2.5%
621,Kaal,"$709,777","$345,091",48.6%,"$364,686",51.4%
622,Palindromes,"$707,269","$553,368",78.2%,"$153,901",21.8%
623,Crossing the Bridge: The Sound of Istanbul,"$704,094","$70,685",10%,"$633,409",90%
624,Dreaming of Space,"$696,681",-,-,"$696,681",100%
625,Red Eye,"$693,832",-,-,"$693,832",100%
626,"The Prize Winner of Defiance, Ohio","$689,028","$627,844",91.1%,"$61,184",8.9%
627,Mob Sister,"$678,034",-,-,"$678,034",100%
628,Manderlay,"$674,918","$78,378",11.6%,"$596,540",88.4%
629,Leef!,"$667,160",-,-,"$667,160",100%
630,Balzac and the Little Chinese Seamstress 2005 Re-release,"$666,327","$666,327",100%,-,-
631,Andaman Girl,"$665,300",-,-,"$665,300",100%
632,Some Kind of Blue,"$661,951",-,-,"$661,951",100%
633,Yes,"$661,946","$396,760",59.9%,"$265,186",40.1%
634,Premonition,"$652,525",-,-,"$652,525",100%
635,Dust to Glory,"$640,013","$640,013",100%,-,-
636,The Days of Noah,"$639,101",-,-,"$639,101",100%
637,Whisky,"$633,761",-,-,"$633,761",100%
638,Avant qu'il ne soit trop tard,"$627,843",-,-,"$627,843",100%
639,The Queen of Sheba's Pearls,"$622,752",-,-,"$622,752",100%
640,Karim's Harem,"$611,184",-,-,"$611,184",100%
641,Wolf,"$610,718",-,-,"$610,718",100%
642,Gunner Palace,"$607,844","$607,844",100%,-,-
643,Dear Wendy,"$607,229","$23,106",3.8%,"$584,123",96.2%
644,The Tin Mine,"$604,100",-,-,"$604,100",100%
645,Nina's House,"$595,794",-,-,"$595,794",100%
646,Hell,"$595,618",-,-,"$595,618",100%
647,A Sublime Love Story: Barsaat,"$595,389",-,-,"$595,389",100%
648,Born to Fight,"$583,521",-,-,"$583,521",100%
649,Three Times,"$581,875","$151,922",26.1%,"$429,953",73.9%
650,The Velvet Murderers,"$580,617",-,-,"$580,617",100%
651,Wai Onlawon 4: Tum + Oh Return,"$576,700",-,-,"$576,700",100%
652,Bullet Boy,"$572,990",-,-,"$572,990",100%
653,The Girl from the Chartreuse,"$569,347",-,-,"$569,347",100%
654,The Passion of the Christ Recut Release,"$567,692","$508,326",89.5%,"$59,366",10.5%
655,AV,"$561,997",-,-,"$561,997",100%
656,Ten,"$558,160",-,-,"$558,160",100%
657,Tony Takitani,"$556,268","$129,783",23.3%,"$426,485",76.7%
658,Zim and Co.,"$552,259",-,-,"$552,259",100%
659,Bosta,"$552,007",-,-,"$552,007",100%
660,Home Sweet Home,"$547,359",-,-,"$547,359",100%
661,Nèg maron,"$544,536",-,-,"$544,536",100%
662,Cold Showers,"$538,208",-,-,"$538,208",100%
663,Lila dit ça,"$537,871","$121,365",22.6%,"$416,506",77.4%
664,Kids in America,"$537,667","$537,667",100%,-,-
665,Pretty Persuasion,"$537,126","$305,800",56.9%,"$231,326",43.1%
666,Shadow of the Eagle,"$536,737",-,-,"$536,737",100%
667,Whisky Romeo Zulu,"$530,875",-,-,"$530,875",100%
668,Madison,"$517,262","$517,262",100%,-,-
669,Skazany na bluesa,"$514,587",-,-,"$514,587",100%
670,Idiot Love,"$513,465",-,-,"$513,465",100%
671,Hell,"$512,900",-,-,"$512,900",100%
672,The Bathroom,"$510,916",-,-,"$510,916",100%
673,Cavalcade,"$507,886",-,-,"$507,886",100%
674,An Angel of the Lord,"$502,606",-,-,"$502,606",100%
675,Shaadi No. 1,"$502,389","$336,772",67%,"$165,617",33%
676,The Collector,"$496,454",-,-,"$496,454",100%
677,The Extra,"$496,298",-,-,"$496,298",100%
678,Kisna: The Warrior Poet,"$485,613","$147,000",30.3%,"$338,613",69.7%
679,Scared,"$485,200",-,-,"$485,200",100%
680,Bibi Blocksberg and the Secret of Blue Owls 2005 Re-release,"$478,231",-,-,"$478,231",100%
681,Dalecarlians,"$466,835",-,-,"$466,835",100%
682,Kyon Ki...,"$466,647",-,-,"$466,647",100%
683,Piet Piraat en de betoverde kroon,"$464,941",-,-,"$464,941",100%
684,Otros días vendrán,"$461,018",-,-,"$461,018",100%
685,Une aventure,"$459,302",-,-,"$459,302",100%
686,Pitbull,"$458,874",-,-,"$458,874",100%
687,The Memory of a Killer 2005 Re-release,"$458,042","$333,707",72.9%,"$124,335",27.1%
688,Mickybo and Me,"$456,150",-,-,"$456,150",100%
689,Honey Donuts,"$455,050",-,-,"$455,050",100%
690,All About My Dog,"$454,005",-,-,"$454,005",100%
691,The Clan,"$453,363",-,-,"$453,363",100%
692,You and Your Stupid Mate,"$453,245",-,-,"$453,245",100%
693,Manga,"$452,507",-,-,"$452,507",100%
694,Heroína,"$445,950",-,-,"$445,950",100%
695,Imposture,"$444,669",-,-,"$444,669",100%
696,The Beautiful Country 2005 Re-release,"$442,813","$442,813",100%,-,-
697,Enta omry,"$437,213",-,-,"$437,213",100%
698,The Wayward Cloud,"$435,251",-,-,"$435,251",100%
699,The Wedding Party,"$433,304",-,-,"$433,304",100%
700,La petite Jérusalem,"$431,623","$53,580",12.4%,"$378,043",87.6%
701,Le courage d'aimer,"$427,790",-,-,"$427,790",100%
702,The Demon Stirs,"$425,367",-,-,"$425,367",100%
703,Ahlam omrena,"$424,335",-,-,"$424,335",100%
704,Der Clown,"$422,173",-,-,"$422,173",100%
705,20 Centimeters,"$422,000",-,-,"$422,000",100%
706,Malesh Ehna Benetbahdel,"$417,909",-,-,"$417,909",100%
707,Infernal Affairs III 2005 Re-release,"$417,635",-,-,"$417,635",100%
708,The Lord of the Rings: The Return of the King 2005 Re-release,"$411,329",-,-,"$411,329",100%
709,Free Zone,"$410,392","$32,381",7.9%,"$378,011",92.1%
710,Mobsters and Mormons,"$409,604","$409,604",100%,-,-
711,"Zaïna, cavalière de l'Atlas","$409,308",-,-,"$409,308",100%
712,Slim Till Dead,"$408,398",-,-,"$408,398",100%
713,Pardon,"$405,002",-,-,"$405,002",100%
714,Chang hen ge,"$403,475",-,-,"$403,475",100%
715,A Wake in Providence,"$403,069","$403,069",100%,-,-
716,Quartier V.I.P.,"$399,295",-,-,"$399,295",100%
717,Skrítek,"$394,766",-,-,"$394,766",100%
718,Keane,"$394,390","$33,256",8.4%,"$361,134",91.6%
719,Live-In Maid,"$393,428",-,-,"$393,428",100%
720,House of D,"$389,199","$388,532",99.8%,$667,0.2%
721,The Game of Their Lives,"$388,998","$375,750",96.6%,"$13,248",3.4%
722,Tutti all'attacco,"$380,841",-,-,"$380,841",100%
723,Havoc,"$371,000",-,-,"$371,000",100%
724,The Big White,"$367,241",-,-,"$367,241",100%
725,The Heirloom,"$361,080",-,-,"$361,080",100%
726,Csudafilm,"$360,129",-,-,"$360,129",100%
727,Akoibon,"$357,848",-,-,"$357,848",100%
728,"Un vrai bonheur, le film","$354,139",-,-,"$354,139",100%
729,In the Name of the Tiger,"$353,700",-,-,"$353,700",100%
730,The Chumscrubber,"$351,401","$52,597",15%,"$298,804",85%
731,The Wind,"$351,172",-,-,"$351,172",100%
732,The Last Trapper 2005 Re-release,"$349,983",-,-,"$349,983",100%
733,Straight Outta Benoni,"$345,949",-,-,"$345,949",100%
734,The Dying Gaul,"$345,041","$342,747",99.3%,"$2,294",0.7%
735,T-Rex: Back to the Cretaceous 2005 Re-release,"$344,044",-,-,"$344,044",100%
736,Winter Solstice,"$337,617","$319,355",94.6%,"$18,262",5.4%
737,Kissed by Winter,"$337,214",-,-,"$337,214",100%
738,Soldatskiy dekameron,"$335,773",-,-,"$335,773",100%
739,Grenzverkehr,"$334,798",-,-,"$334,798",100%
740,Laylat Seqout Baghdad,"$333,629",-,-,"$333,629",100%
741,Colour of the Loyalty,"$331,779",-,-,"$331,779",100%
742,Lady and the Tramp 2005 Re-release,"$331,068",-,-,"$331,068",100%
743,Sins,"$324,008",-,-,"$324,008",100%
744,Hypnosis,"$323,911",-,-,"$323,911",100%
745,The Boys of Baraka,"$323,860","$323,860",100%,-,-
746,It's Our Life!,"$323,428",-,-,"$323,428",100%
747,Bug Me Not!,"$322,488",-,-,"$322,488",100%
748,The Giant,"$320,582",-,-,"$320,582",100%
749,Neal 'n' Nikki,"$318,860","$111,551",35%,"$207,309",65%
750,Rehlah Mashbuhah,"$318,398",-,-,"$318,398",100%
751,The Aryan Couple,"$316,527","$290,211",91.7%,"$26,316",8.3%
752,Ninas resa,"$316,371",-,-,"$316,371",100%
753,The Imam,"$316,029",-,-,"$316,029",100%
754,To Dream is Not Detrimental,"$314,576",-,-,"$314,576",100%
755,Elevator to the Gallows,"$314,387","$263,404",83.8%,"$50,983",16.2%
